MEP id,Name,Member State,National Party,EP Group,NOM-D1,NOM-D2
232,BROK Elmar,D,1201,E,0.399,-0.105
233,BROOKES Beate Ann,U,2401,C,0.467,0.850
234,BRU PURÓN Carlos María,E,1314,S,-0.319,0.162
235,BRUNÉ Paulin-Christian,F,1414,G,.,.
238,BUCHAN Janey O'Neil,U,2404,S,-0.643,0.275
239,BUCHOU Hubert Jean,F,1404,G,0.681,-0.481
240,BUENO VICENTE José Miguel,E,1314,S,-0.314,0.177
246,BURON Martine,F,1412,S,-0.060,-0.313
252,BUTTAFUOCO Antonino,I,1601,X,0.858,-0.229
254,CAAMAÑO BERNAL Esteban,E,1314,S,-0.318,0.148
255,CABANILLAS GALLAS Pío,E,1301,C,0.430,0.469
256,CABEZÓN ALONSO Jesús,E,1314,S,-0.330,0.162
258,CABRERA BAZAN José,E,1314,S,-0.302,0.166
266,CALVO ORTEGA Rafael,E,1318,N,-0.160,-0.125
267,CALVO-SOTELO Leopoldo,E,1317,E,0.437,-0.094
269,CAMPINOS Jorge,P,2105,S,-0.364,0.158
275,CANO PINTO Eusebio,E,1314,S,-0.314,0.158
276,CANTALAMESSA Antonio Nicola,I,1601,X,.,.
277,CANTARERO DEL CASTILLO Manuel,E,1301,C,0.472,0.680
285,CARIGNON Alain,F,1404,G,.,.
290,CAROSSINO Angelo,I,1613,M,-0.283,-0.008
297,CARVALHO CARDOSO José Vicente,P,2101,E,0.370,-0.173
301,CASINI Carlo,I,1606,E,0.361,-0.008
303,CASSABEL Jean-Pierre,F,1404,G,0.388,-0.590
304,CASSANMAGNAGO CERRETTI Maria Luisa,I,1606,E,0.368,-0.058
305,CASSIDY Bryan M.D.,U,2401,C,0.525,0.842
308,CASTELLINA Luciana,I,1605,M,-0.420,-0.155
309,CASTLE Barbara A.,U,2404,S,-0.604,0.529
312,CATHERWOOD Fred,U,2401,C,0.448,0.866
321,CELLAI Marco,I,1601,X,0.393,-0.215
326,CERVERA CARDONA José Emilio,E,1304,N,-0.140,-0.089
327,CERVETTI Giovanni,I,1613,M,-0.283,0.025
332,CHABOCHE Dominique,F,1406,X,0.915,-0.200
333,CHAMBEIRON Robert,F,1409,M,-0.514,-0.535
334,CHANTERIE Raphaël M.G.,B,1103,E,0.319,0.009
335,CHARZAT Gisèle,F,1412,S,-0.202,-0.186
338,CHIABRANDO Mauro,I,1606,E,0.384,-0.056
340,CHINAUD Roger,F,1410,L,0.484,-0.020
342,CHIUSANO Vittorino,I,1606,E,0.346,0.016
343,CHOPIER Louis,F,1412,S,-0.134,-0.173
344,CHOURAQUI Nicole,F,1404,G,0.542,-0.622
346,CHRISTENSEN Ib,K,1703,R,-0.649,0.053
347,CHRISTIANSEN Ejner Hovgård,K,1708,S,-0.398,0.171
348,CHRISTODOULOU Efthymios,G,1505,E,0.358,-0.165
349,CIANCAGLINI Michelangelo,I,1606,E,0.422,-0.081
350,CICCIOMESSERE Roberto,I,1617,N,-0.421,-0.482
351,CINCIARI RODANO Maria Lisa,I,1613,M,-0.349,-0.074
355,CLINTON Mark,R,2202,E,0.391,-0.155
361,CODERCH PLANAS José,E,1304,N,-0.002,0.009
363,COHEN Robert,N,1906,S,-0.288,0.199
365,COIMBRA MARTINS António Antero,P,2105,S,-0.338,0.062
367,COLINO SALAMANCA Juan Luis,E,1314,S,-0.311,0.177
371,COLLINOT Michel,F,1406,X,0.907,-0.167
373,COLLINS Kenneth D.,U,2404,S,-0.492,0.543
375,COLOM i NAVAL Joan,E,1314,S,-0.323,0.197
378,COLUMBU Michele,I,1619,R,-0.312,-0.284
380,COMPASSO Francesco,I,1616,L,0.311,-0.255
382,CONDESSO Fernando,P,2106,L,0.292,-0.044
390,CORNELISSEN Petrus A.M.,N,1901,E,0.386,0.012
400,COSTANZO Roberto,I,1606,E,0.371,-0.104
401,COSTE-FLORET Alfred,F,1420,G,0.565,-0.601
402,COT Jean-Pierre,F,1412,S,-0.211,-0.098
404,COTTRELL Richard J.,U,2401,C,0.497,0.692
405,COURCY LING John de,U,2401,C,0.496,0.698
413,CRAWLEY Christine M.,U,2404,S,-0.653,0.545
416,CRESPO Rodolfo,P,2105,S,-0.371,0.045
419,CROUX Lambert V.J.,B,1103,E,0.384,-0.018
421,CRUSOL Jean E.,F,1412,S,-0.161,-0.175
422,CRYER George Robert,U,2404,S,-0.710,0.419
425,CURRY David M.,U,2401,C,0.528,0.849
430,DALSASS Joachim,I,1625,E,0.413,-0.117
431,DALY Margaret E.,U,2401,C,0.451,0.731
440,DANKERT Pieter,N,1906,S,-0.314,0.187
448,DE BACKER-VAN OCKEN Rika M.R.,B,1103,E,0.345,-0.022
449,de CAMARET Michel ,F,1406,X,0.892,-0.232
455,DE GUCHT Karel L.G.E.,B,1110,L,0.271,0.108
461,DE MARCH Danielle,F,1409,M,-0.608,-0.569
464,DE MITA Luigi Ciriaco,I,1606,E,.,.
466,DE PASQUALE Pancrazio,I,1613,M,-0.265,0.035
473,de VRIES Gijs M.,N,1909,L,0.305,0.248
474,DE WINTER August M.C.,B,1110,L,0.451,0.325
475,DEBATISSE Michel,F,1414,E,0.495,-0.255
481,DEL DUCA Antonio,I,1606,E,0.423,-0.008
489,DELOROZOY Robert,F,1410,L,0.421,-0.080
491,DENIAU Jean-François,F,1414,L,0.407,-0.045
495,DEPREZ Gérard M.J.,B,1109,E,0.329,-0.004
496,DERMAUX Stéphane,F,1410,L,0.370,-0.080
497,DESAMA Claude J.-M.J.,B,1108,S,-0.229,0.068
504,DESSYLAS Dimitrios,G,1507,M,-0.789,-0.249
506,DEVEZE Gilbert,F,1406,X,0.727,-0.203
508,DI BARTOLOMEI Mario,I,1618,L,0.308,-0.051
514,DIAZ DEL RIO JAUDENES Ramón,E,1301,C,0.406,0.628
515,DIDO' Mario,I,1621,S,-0.305,0.143
517,DÍEZ DE RIVERA ICAZA Carmen,E,1314,N,-0.378,0.033
519,DIJK Nel B.M. van ,N,1905,R,-0.850,-0.310
523,DIMITRIADIS Chrysanthos,G,1503,X,0.601,-0.463
524,DIMOPOULOS Aristides,G,1503,X,0.829,-0.497
532,DONNEZ Georges H.,F,1414,L,0.470,-0.187
535,DOURO The Lord,U,2401,C,0.441,0.800
540,DUARTE CENDÁN José Manuel,E,1314,S,-0.311,0.124
541,DUCARME Daniel,B,1107,L,0.484,0.013
542,DUETOFT Peter Klaus,K,1701,E,0.433,-0.108
545,DÜHRKOP DÜHRKOP Bárbara,E,1314,S,-0.359,0.212
549,DUPUY Anne-Marie,F,1404,G,0.602,-0.544
550,DURAN CORSANEGO Emilio,E,1301,C,0.488,0.625
551,DURAN I LLEIDA Josep Antoni,E,1318,E,0.472,0.031
552,DURY Raymonde M.E.A.,B,1108,S,-0.315,0.028
555,EBEL Manfred Artur,D,1201,E,0.416,-0.111
561,ELLES James E.M.,U,2401,C,0.476,0.746
562,ELLES The Baroness,U,2401,C,0.496,0.863
563,ELLIOTT Michael N.,U,2404,S,-0.606,0.464
566,EPHREMIDIS Vassilis,G,1504,M,-0.714,-0.199
567,ERCINI Sergio,I,1606,E,0.336,-0.156
572,ESCUDER CROFT Arturo Juan,E,1301,C,0.441,0.714
573,ESCUDERO José Antonio,E,1304,N,-0.055,-0.199
576,ESTGEN Nicolas,L,1803,E,0.489,-0.149
578,ESTRELLA PEDROLA Rafael,E,1314,S,-0.358,0.197
583,EVRIGENIS Dimitrios,G,1505,E,0.326,-0.133
584,EWING Winifred M.,U,2408,G,0.292,-0.685
585,EYRAUD Louis,F,1412,S,-0.212,-0.181
589,FAITH Sheila,U,2401,C,0.532,0.841
590,FAJARDIE Roger,F,1412,S,-0.212,-0.038
591,FALCONER Alexander C.,U,2404,S,-0.764,0.432
594,FANTI Guido,I,1613,M,-0.301,0.071
596,FANTON André,F,1404,G,0.573,-0.640
603,FATOUS Léon,F,1412,S,-0.229,-0.081
609,FELLERMAIER Ludwig,D,1207,S,-0.283,0.230
613,FERNANDES António José,P,2104,G,-0.152,-0.127
618,FERRANTI Basil de,U,2401,C,0.519,0.838
621,FERRER Concepció,E,1318,E,0.350,-0.155
622,FERRERO Bruno,I,1613,M,-0.381,0.207
625,FICH Ove,K,1708,S,-0.422,0.183
628,FIGUEIREDO LOPES António Jorge de,P,2106,L,0.404,-0.001
629,FILINIS Konstantinos,G,1504,M,-0.399,-0.088
636,FITZGERALD Gene,R,2201,G,0.425,-0.644
637,FITZSIMONS James (Jim),R,2201,G,0.397,-0.681
638,FLANAGAN Seán,R,2201,G,0.409,-0.665
641,FLESCH Colette,L,1802,L,0.417,0.313
643,FLORES VALENCIA María Elena,E,1314,S,-0.275,0.215
645,FLOSSE Gaston,F,1404,G,0.655,-0.748
646,FOCKE Katharina,D,1207,S,-0.313,0.210
648,FONTAINE Nicole,F,1414,E,0.435,-0.225
650,FORD Glyn,U,2404,S,-0.633,0.378
653,FORMIGONI Roberto,I,1606,E,0.384,-0.051
662,FOURÇANS André,F,1414,L,0.394,-0.127
665,FRAGA IRIBARNE Manuel,E,1301,C,0.448,0.550
669,FRANZ Otmar,D,1201,E,0.408,-0.084
672,FRIEDRICH Bruno,D,1207,S,-0.247,0.139
673,FRIEDRICH Ingo,D,1202,E,0.418,-0.122
678,FRÜH Isidor W.,D,1201,E,0.425,-0.135
683,FUILLET Yvette M.,F,1412,S,-0.252,-0.095
687,GADIOUX Colette,F,1412,S,-0.207,-0.131
690,GAIBISSO Gerardo,I,1606,E,0.350,-0.070
696,GALLAND Yves A.R.,F,1413,L,0.384,-0.065
699,GALLO Max,F,1412,S,-0.049,-0.230
700,GALLUZZI Carlo Alberto,I,1613,M,-0.308,-0.007
701,GAMA José Augusto,P,2101,E,0.371,-0.155
702,GANGOITI LLAGUNO Juan Antonio,E,1313,E,0.532,-0.115
703,GARAIKOETXEA URRIZA Juan Carlos,E,1306,R,-0.471,-0.303
705,GARCÍA AMIGO Manuel,E,1301,C,0.437,0.601
706,GARCÍA ARIAS Ludivina,E,1314,S,-0.349,0.151
707,GARCIA RAYA José Luis,E,1314,S,-0.325,0.123
708,GARCIA Vasco,P,2106,L,0.327,-0.021
711,GARCIA-PAGAN ZAMORA Antonio,E,1314,S,-0.356,0.165
715,GARRIGA POLLEDO Salvador,E,1301,C,0.455,0.571
716,GASOLIBA i BÖHM Carles-Alfred,E,1303,L,0.280,0.101
718,GATTI Natalino,I,1613,M,-0.291,-0.037
720,GAUCHER Roland,F,1406,X,0.732,-0.303
722,GAUTHIER Roger,F,1404,G,0.646,-0.471
723,GAUTIER Fritz,D,1207,S,-0.251,0.180
724,GAWRONSKI Jas,I,1618,L,0.296,0.149
725,GAZIS Nikolaos,G,1506,S,-0.306,0.000
733,GERONTOPOULOS Kyriakos,G,1505,E,0.346,-0.171
737,GIANNAKOU-KOUTSIKOU Marietta,G,1505,E,0.347,-0.176
739,GIAVAZZI Giovanni,I,1606,E,0.377,-0.044
747,GIUMMARRA Vincenzo,I,1606,E,0.383,-0.136
750,GLEZOS Emmanouil,G,1506,S,-0.584,-0.246
751,GLINNE Ernest,B,1108,S,-0.297,0.050
763,GOMES Fernando Manuel Santos,P,2105,S,-0.335,0.180
776,GRAEFE zu BARINGDORF Friedrich-Wilhelm,D,1204,R,-0.654,-0.394
778,GRAND Jacqueline,F,1404,G,.,.
780,GRAZIANI Carlo Alberto,I,1613,M,-0.325,-0.043
781,GREDAL Eva,K,1708,S,-0.448,0.139
784,GREMETZ Maxime François,F,1409,M,.,.
785,GRIFFITHS (Win) Winston James,U,2404,S,-0.585,0.553
786,GRIMALDOS GRIMALDOS Julián,E,1314,S,-0.331,0.197
793,GUARRACI Anselmo,I,1621,S,-0.317,0.205
794,GUERMEUR Guy Jean,F,1404,G,0.619,-0.601
798,GUIMON UGARTECHEA Julén,E,1301,C,0.425,-0.004
803,GUTIÉRREZ DÍAZ Antoni,E,1311,M,-0.552,-0.026
809,HABSBURG Otto von ,D,1202,E,0.476,-0.104
811,HACKEL Wolfgang,D,1201,E,0.396,-0.049
814,HAHN Wilhelm F.T.,D,1201,E,0.460,-0.067
819,HAMMERICH Else,K,1703,R,-0.868,-0.276
821,HÄNSCH Klaus,D,1207,S,-0.260,0.234
823,HAPPART José H.G.,B,1108,S,-0.229,-0.152
827,HÄRLIN Benedikt,D,1204,R,-0.796,-0.390
843,HEINRICH Brigitte,D,1204,R,-0.570,-0.512
849,HERMAN Fernand H.J.,B,1109,E,0.420,-0.028
854,HERRERO MEREDIZ José Ramón,E,1314,S,-0.333,0.131
855,HERSANT Robert E.V.,F,1414,E,.,.
858,HEUVEL Ien van den ,N,1906,S,-0.385,0.127
860,HINDLEY Michael J.,U,2404,S,-0.663,0.561
861,HITZIGRATH Rüdiger,D,1207,S,-0.299,0.214
863,HOFF Magdalene,D,1207,S,-0.308,0.275
864,HOFFMANN Jacqueline,F,1409,M,-0.508,-0.572
865,HOFFMANN Karl-Heinz,D,1201,E,0.372,-0.076
871,HOON Geoffrey W.,U,2404,S,-0.623,0.524
879,HOWELL Paul F.,U,2401,C,0.508,0.820
881,HUCKFIELD Leslie J.,U,2404,S,-0.637,0.439
884,HUGHES Stephen,U,2404,S,-0.642,0.462
885,HUGOT Jean-Paul,F,1414,G,0.639,-0.585
889,HUME John,U,2407,S,-0.321,0.000
891,HUTTON Alasdair Henry,U,2401,C,0.488,0.797
901,IODICE Antonio,I,1606,E,0.400,0.013
903,IPPOLITO Felice,I,1610,M,-0.145,0.003
907,IVERSEN John,K,1709,M,-0.837,0.126
910,JACKSON Caroline F.,U,2401,C,0.481,0.820
911,JACKSON Christopher M.,U,2401,C,0.541,0.841
914,JAKOBSEN Erhard V.,K,1701,E,0.395,-0.028
916,JANSSEN van RAAY James L.,N,1901,E,0.334,-0.084
925,JEPSEN Marie,K,1706,C,0.461,0.640
932,JOSPIN Lionel,F,1412,S,.,.
939,JUPPÉ Alain,F,1404,G,0.545,-0.607
960,KELLETT-BOWMAN Edward T.,U,2401,C,0.536,0.839
968,KILBY Michael L.,U,2401,C,0.546,0.837
969,KILLILEA Mark,R,2201,G,0.568,-0.574
978,KLEPSCH Egon A.,D,1201,E,0.418,-0.101
979,KLINKENBORG Jan,D,1207,S,-0.257,0.242
981,KLÖCKNER Michael,D,1204,R,.,.
990,KOLOKOTRONIS Spiridon,G,1506,S,-0.386,0.009
1006,KRISTOFFERSEN Frode,K,1706,C,0.482,0.760
1014,KUIJPERS Willy H.G.J.M.,B,1113,R,-0.355,-0.236
1016,KYRKOS Leonidas,G,1504,M,-0.221,-0.345
1023,LACERDA DE QUEIRÓZ Antonio Augusto,P,2106,L,0.319,-0.060
1024,LAFUENTE LÓPEZ José María,E,1301,C,0.465,0.628
1026,LAGAKOS Leonidas,G,1506,S,-0.353,-0.060
1032,LALOR (Paddy) Patrick Joseph,R,2201,G,0.416,-0.556
1039,LAMBRIAS Panayotis,G,1505,E,0.375,-0.113
1049,LANGES Horst,D,1201,E,0.435,-0.082
1051,LARIVE Jessica E.S.,N,1909,L,0.295,0.160
1055,LATAILLADE Pierre,F,1404,G,0.583,-0.593
1059,LE CHEVALLIER Jean-Marie,F,1406,X,0.923,-0.126
1061,LE PEN Jean-Marie,F,1406,X,0.922,-0.156
1063,LE ROUX Sylvie,F,1409,M,-0.477,-0.684
1064,LECANUET Jean A.F.,F,1414,E,0.538,-0.295
1068,LEHIDEUX Martine,F,1406,X,0.902,-0.238
1071,LEK Bram van der ,N,1905,R,-0.728,-0.428
1072,LEMASS Eileen,R,2201,G,0.403,-0.608
1073,LEMMER Gerd Ludwig,D,1201,E,0.429,-0.105
1074,LENTZ-CORNETTE Marcelle,L,1803,E,0.430,-0.122
1075,LENZ Marlene,D,1201,E,0.421,-0.089
1080,LIENEMANN Marie-Noëlle,F,1412,S,-0.264,-0.149
1083,LIGIOS Giosuè,I,1606,E,0.390,-0.087
1084,LIMA Salvatore,I,1606,E,0.362,-0.061
1089,LINKOHR Rolf,D,1207,S,-0.290,0.087
1096,LIZIN Anne-Marie A.,B,1108,S,-0.294,-0.157
1097,LLORCA VILAPLANA Carmen,E,1301,C,0.439,0.626
1098,LLORENS BARGES César,E,1301,C,0.382,-0.039
1101,LOMAS Alfred,U,2404,S,-0.625,0.576
1103,LONGUET Gérard,F,1410,L,0.726,-0.160
1104,LOO Charles-Emile,F,1412,S,-0.184,-0.125
1107,LOUWES Hendrik J.,N,1909,L,0.378,0.226
1109,LUCAS PIRES Francisco António,P,2101,E,0.413,-0.146
1112,LUIS PAZ Zenon-José,E,1314,S,-0.348,0.135
1116,LUSTER Rudolf,D,1201,E,0.414,-0.118
1118,LYNGE Finn,K,1710,S,.,.
1122,MAC SHARRY Ray,R,2201,G,0.309,-0.692
1127,MACERATINI Giulio,I,1601,X,.,.
1130,MAFFRE-BAUGÉ Emmanuel P.M.,F,1409,M,-0.352,-0.625
1132,MAHER Thomas Joseph,R,2205,L,0.342,-0.088
1134,MAIJ-WEGGEN Hanja,N,1901,E,0.360,-0.011
1136,MALANGRÉ Kurt,D,1201,E,0.377,-0.067
1137,MALAUD Philippe,F,1402,G,0.809,-0.433
1138,MALENE Christian de la,F,1404,G,0.578,-0.585
1141,MALLET Jacques,F,1414,E,0.441,-0.197
1146,MANCEL Jean-François,F,1404,G,0.545,-0.641
1154,MARCHAIS Georges,F,1409,M,.,.
1157,MARCK Pol M.E.E.,B,1103,E,0.378,-0.045
1159,MARINARO Francesca,I,1613,M,-0.318,-0.054
1160,MARINHO Luís,P,2105,S,-0.264,0.188
1167,MARLEIX Alain,F,1404,G,0.704,-0.478
1168,MARQUES MENDES António Joaquim,P,2106,L,0.228,0.159
1169,MARQUES MENDES António José,P,2104,G,0.208,-0.468
1173,MARSHALL John Leslie,U,2401,C,0.516,0.844
1175,MARTELLI Claudio,I,1621,S,.,.
1178,MARTIN David W.,U,2404,S,-0.646,0.499
1183,MARTIN Simone M.M.,F,1410,L,0.507,-0.293
1187,MASSARI Renato,I,1620,S,-0.311,0.234
1193,MATTINA Vincenzo,I,1621,S,-0.307,0.187
1197,MAVROS Georgios,G,1506,S,-0.135,0.153
1199,MAYER Sylvie,F,1409,M,.,.
1202,MAYOR ZARAGOZA Federico,E,1304,N,.,.
1206,McCARTIN John Joseph,R,2202,E,0.390,-0.135
1208,McGOWAN Michael,U,2404,S,-0.636,0.553
1211,McMAHON Hugh R.,U,2404,S,-0.667,0.489
1212,McMILLAN-SCOTT Edward H.C.,U,2401,C,0.523,0.842
1215,MEDEIROS FERREIRA José Manuel,P,2104,S,-0.058,-0.113
1216,MEDINA ORTEGA Manuel,E,1314,S,-0.330,0.190
1217,MEGAHY Thomas,U,2404,S,-0.595,0.626
1233,MERTENS Meinolf,D,1201,E,0.411,-0.095
1237,METTEN Alman,N,1906,S,-0.366,0.210
1240,MICHELINI Alberto,I,1606,E,0.410,-0.111
1242,MIHR Karl-Heinrich,D,1207,S,-0.298,0.211
1245,MIRANDA DE LAGE Ana,E,1314,S,-0.349,0.171
1246,MIRANDA Joaquim,P,2102,M,-0.736,-0.199
1248,MIZZAU Alfeo,I,1606,E,0.424,-0.099
1252,MOLINARI Emilio,I,1605,R,.,.
1253,MØLLER Poul,K,1706,C,0.482,0.563
1257,MONFORTE ARREGUI Andoni,E,1313,E,0.413,-0.169
1261,MONTERO ZABALA José María,E,1307,N,-0.876,-0.075
1265,MOORHOUSE James,U,2401,C,0.493,0.866
1267,MORÁN LÓPEZ Fernando,E,1314,S,-0.331,0.062
1268,MORAVIA Alberto,I,1613,M,-0.387,-0.223
1278,MORODO LEONCIO Raúl,E,1304,N,.,.
1279,MORONI Giovanni,I,1620,S,-0.354,0.148
1280,MORRIS David R.,U,2404,S,-0.593,0.521
1283,MOTCHANE Didier,F,1412,S,-0.319,-0.125
1285,MOUCHEL Jean,F,1404,G,0.567,-0.593
1287,MÜHLEN Ernest,L,1803,E,0.406,-0.110
1292,MÜLLER Günther,D,1202,E,0.406,-0.230
1295,MÜNCH Werner,D,1201,E,0.410,-0.124
1296,MUNS ALBUIXECH Joaquim,E,1303,L,0.251,0.225
1297,MUNTINGH Hemmo J.,N,1906,S,-0.339,0.170
1302,MUSSO François,F,1404,G,0.574,-0.580
1311,MADEIRA Luís Filipe (Nascimento),P,2105,S,-0.332,0.125
1313,NATTA Alessandro,I,1613,M,-0.123,0.121
1314,NAVARRO Antonio,E,1301,C,0.453,0.553
1318,NEGRI Giovanni,I,1617,N,-0.601,-0.324
1321,NEUGEBAUER Lore,D,1207,S,-0.312,0.266
1322,NEWENS Arthur Stanley,U,2404,S,-0.627,0.516
1323,NEWMAN Edward,U,2404,S,-0.752,0.567
1324,NEWTON DUNN Bill,U,2401,C,0.464,0.809
1331,NIELSEN Jørgen Brøndlund,K,1711,L,0.396,-0.138
1332,NIELSEN Tove,K,1711,L,0.340,0.103
1336,NITSCH Egbert,D,1204,R,-0.895,-0.377
1339,NORD Hans R.,N,1909,L,0.345,0.175
1341,NORDMANN Jean-Thomas,F,1413,L,0.453,-0.152
1342,NORMANTON Tom,U,2401,C,0.610,0.788
1343,NOSTITZ Wolfgang VON ,D,1204,R,-0.857,-0.315
1346,NOVELLI Diego,I,1613,M,-0.317,-0.118
1357,O'DONNELL Tom G.,R,2202,E,0.373,-0.179
1359,O'HAGAN The Lord,U,2401,C,0.535,0.842
1365,OLIVA GARCIA Francisco,E,1314,S,-0.320,0.146
1368,O'MALLEY (Chris) Christopher Gerard,R,2202,E,0.297,-0.016
1373,OPPENHEIM Jeanette,K,1706,C,0.447,0.584
1378,ORMESSON Olivier d',F,1406,N,0.873,-0.282
1393,PAISLEY Ian R.K.,U,2402,N,0.212,0.175
1394,PAJETTA Giancarlo,I,1613,M,-0.300,0.078
1397,PALMIERI Roger,F,1406,X,0.697,-0.448
1400,PANNELLA Marco,I,1617,N,-0.213,-0.927
1401,PANTAZI Konstantina,G,1506,S,-0.410,-0.045
1404,PAPAKYRIAZIS Nikolaos,G,1506,S,-0.373,0.087
1406,PAPAPIETRO Giovanni,I,1613,M,-0.295,-0.117
1408,PAPON Christiane,F,1404,G,0.729,-0.455
1409,PAPOUTSIS Christos,G,1506,S,-0.332,-0.032
1412,PARODI Eolo,I,1606,E,0.366,-0.013
1413,PARTRAT Roger,F,1401,E,0.537,-0.280
1417,PASTY Jean-Claude,F,1404,G,0.624,-0.586
