MEP id,Name,Member State,National Party,EP Group,NOM-D1,NOM-D2
152,BERTENS Jan Willem,N,1902,L,0.351,-0.288
156,BETHELL The Lord,U,2401,C,0.598,0.780
157,BETTINI Virginio,I,1609,V,.,.
158,BETTIZA Vincenzo,I,1621,S,-0.056,0.696
159,BEUMER Bouke,N,1901,E,0.482,0.179
165,BINDI Rosaria,I,1606,E,0.488,0.090
166,BIRD John A.W.,U,2404,S,-0.098,0.834
168,BJØRNVIG Birgit,K,1703,R,-0.385,-0.909
170,BLAK Freddy,K,1708,S,-0.051,0.903
171,BLANEY Neil,R,2208,R,-0.290,-0.913
174,BLOT Yvan M.,F,1406,X,0.796,-0.515
177,BOCKLET Reinhold L.,D,1202,E,0.538,0.069
182,BOFILL ABEILHE Pedro,E,1314,S,-0.012,0.878
183,BÖGE Reimer,D,1201,E,0.536,0.119
185,BOISSIERE Bruno,F,1416,V,-0.698,-0.678
186,BOMBARD Alain,F,1412,S,-0.019,0.594
188,BONDE Jens-Peter,K,1703,R,-0.515,-0.834
189,BONETTI Andrea,I,1606,E,0.487,0.038
193,BONTEMPI Rinaldo,I,1613,O,-0.269,0.174
199,BORGO Franco,I,1606,E,0.519,0.125
200,BORLOO Jean-Louis,F,1418,N,.,.
210,BOURLANGES Jean-Louis,F,1414,E,0.560,-0.005
214,BOWE David Robert,U,2404,S,-0.078,0.940
218,BRAND Jürgen,D,1202,E,0.534,0.155
220,BRAUN-MOSER Ursula,D,1201,E,0.548,0.074
222,BRÉMOND d'ARS Georges de,F,1414,L,0.549,-0.372
223,BREYER Hiltrud,D,1204,V,-0.704,-0.653
224,BRIANT Yvon,F,1402,G,0.682,-0.591
228,BRINK Mathilde M. van den ,N,1906,S,-0.092,0.838
231,BRITO Rogério,P,2102,M,-0.342,-0.557
232,BROK Elmar,D,1201,E,0.501,0.096
234,BRU PURÓN Carlos María,E,1314,S,-0.058,0.953
238,BUCHAN Janey O'Neil,U,2404,S,-0.196,0.797
246,BURON Martine,F,1412,S,-0.049,0.779
255,CABANILLAS GALLAS Pío,E,1301,E,0.513,0.050
256,CABEZÓN ALONSO Jesús,E,1314,S,-0.006,0.954
266,CALVO ORTEGA Rafael,E,1304,L,0.309,-0.267
273,CANAVARRO Pedro Manuel,P,2105,R,-0.203,-0.182
275,CANO PINTO Eusebio,E,1314,S,-0.021,0.939
280,CAPUCHO António,P,2106,L,0.320,-0.337
284,CARIGLIA Antonio,I,1620,S,-0.075,0.118
289,CARNITI Pierre,I,1621,S,-0.044,0.928
296,CARVALHAS Carlos,P,2102,M,-0.462,-0.169
297,CARVALHO CARDOSO José Vicente,P,2101,E,0.531,0.048
301,CASINI Carlo,I,1606,E,0.506,-0.026
302,CASO GARCIA José Ramón,E,1304,L,.,.
304,CASSANMAGNAGO CERRETTI Maria Luisa,I,1606,E,0.508,0.128
305,CASSIDY Bryan M.D.,U,2401,C,0.610,0.762
308,CASTELLINA Luciana,I,1613,M,-0.519,-0.143
311,CATASTA Anna,I,1613,O,-0.251,0.176
312,CATHERWOOD Fred,U,2401,C,0.590,0.761
313,CAUDRON Gérard,F,1412,S,-0.032,0.627
317,CAYET Janine,F,1414,L,0.399,-0.832
318,CECI Adriana,I,1613,O,-0.304,0.134
330,CEYRAC Pierre M.A.,F,1406,X,0.842,-0.478
331,CHABERT Henry,F,1404,E,0.566,-0.403
334,CHANTERIE Raphaël M.G.,B,1103,E,0.492,0.058
336,CHESA Raymond,F,1404,G,0.495,-0.841
337,CHEYSSON Claude,F,1412,S,-0.014,0.511
338,CHIABRANDO Mauro,I,1606,E,0.504,0.087
345,CHRISTENSEN Frode Nør,K,1701,E,0.486,0.013
346,CHRISTENSEN Ib,K,1703,R,-0.350,-0.913
347,CHRISTIANSEN Ejner Hovgård,K,1708,S,0.004,0.973
348,CHRISTODOULOU Efthymios,G,1505,E,0.523,0.162
352,CINGARI Gaetano,I,1613,S,-0.151,0.649
358,COATES Kenneth,U,2404,S,-0.136,0.858
359,COCHET Yves,F,1416,V,-0.643,-0.722
362,COELHO Carlos,P,2106,L,0.217,-0.550
365,COIMBRA MARTINS António Antero,P,2105,S,-0.037,0.817
366,COLAJANNI Luigi Alberto,I,1613,O,-0.233,0.249
367,COLINO SALAMANCA Juan Luis,E,1314,S,-0.005,0.761
373,COLLINS Kenneth D.,U,2404,S,-0.181,0.976
375,COLOM i NAVAL Joan,E,1314,S,-0.032,0.949
376,COLOMBO Emilio,I,1606,E,0.470,-0.133
381,CONAN Renée,F,1416,V,-0.669,-0.659
383,CONTU Felice,I,1606,E,0.484,0.031
384,COONEY Patrick Mark,R,2202,E,0.522,-0.007
386,COPPO GAVAZZI Maria Teresa,I,1606,E,0.548,0.195
389,CORLEONE Francesco,I,1609,V,-0.354,-0.873
390,CORNELISSEN Petrus A.M.,N,1901,E,0.504,0.177
402,COT Jean-Pierre,F,1412,S,-0.038,0.930
409,COX Pat,R,2209,L,0.398,-0.378
410,CRAMON DAIBER Birgit,D,1204,V,-0.706,-0.671
411,CRAMPTON Peter Duncan,U,2404,S,-0.172,0.812
412,CRAVINHO João,P,2105,S,-0.069,0.942
413,CRAWLEY Christine M.,U,2404,S,-0.094,0.882
414,CRAXI Bettino,I,1621,S,.,.
426,CUSHNAHAN John Walls,R,2202,E,0.489,-0.004
427,da CUNHA OLIVEIRA Artur,P,2105,S,-0.029,0.929
430,DALSASS Joachim,I,1625,E,0.527,0.136
431,DALY Margaret E.,U,2401,C,0.497,0.533
440,DANKERT Pieter,N,1906,S,-0.093,0.881
446,DAVID Wayne,U,2404,S,-0.139,0.982
450,DE CLERCQ Willy C.E.H.,B,1110,L,0.369,-0.381
452,DE DONNEA François-Xavier G.M.J.C.H.,B,1107,L,0.499,-0.171
454,DE GIOVANNI Biagio,I,1613,O,-0.279,0.230
455,DE GUCHT Karel L.G.E.,B,1110,L,0.296,-0.363
458,de la CÁMARA MARTÍNEZ Juan José,E,1314,S,-0.019,0.943
462,DE MATTEO Aldo,I,1606,E,0.539,0.092
467,DE PICCOLI Cesare,I,1613,O,-0.215,0.180
468,DE ROSSA Proinsias,R,2207,O,-0.381,-0.178
470,DE SIMONE Andrea Carmine,I,1613,S,.,.
472,DE VITTO Lorenzo,I,1606,E,0.508,0.140
473,de VRIES Gijs M.,N,1909,L,0.315,-0.228
475,DEBATISSE Michel,F,1401,E,0.595,-0.155
478,DEFRAIGNE Jean P.M.O.G.,B,1107,L,0.438,-0.434
483,DELCROIX Claude A.F.,B,1108,S,-0.047,0.744
489,DELOROZOY Robert,F,1410,L,0.498,-0.598
494,DENYS Marie-José,F,1412,S,-0.010,0.659
495,DEPREZ Gérard M.J.,B,1109,E,0.476,0.024
497,DESAMA Claude J.-M.J.,B,1108,S,-0.023,0.774
501,DESMOND Barry,R,2206,S,-0.027,0.642
504,DESSYLAS Dimitrios,G,1507,M,-0.531,-0.633
512,DI RUPO Elio,B,1108,S,-0.024,0.852
515,DIDO' Mario,I,1621,S,-0.045,0.703
517,DÍEZ DE RIVERA ICAZA Carmen,E,1314,S,-0.080,0.745
519,DIJK Nel B.M. van ,N,1905,V,-0.720,-0.623
521,DILLEN Karel C.C.,B,1112,X,0.796,-0.515
526,DINGUIRARD Marguerite-Marie,F,1416,V,-0.677,-0.701
527,DOMINGO SEGARRA Teresa,E,1311,N,-0.350,0.106
529,DONNELLY Alan John,U,2404,S,-0.052,0.945
536,DOUSTE-BLAZY Philippe J.G.,F,1401,E,0.549,-0.101
540,DUARTE CENDÁN José Manuel,E,1314,S,-0.033,0.913
545,DÜHRKOP DÜHRKOP Bárbara,E,1314,S,-0.009,0.929
552,DURY Raymonde M.E.A.,B,1108,S,-0.018,0.728
553,DUVERGER Maurice,I,1613,G,-0.213,0.218
561,ELLES James E.M.,U,2401,C,0.574,0.790
563,ELLIOTT Michael N.,U,2404,S,-0.142,0.794
564,ELMALAN Mireille C.,F,1409,M,-0.368,-0.494
566,EPHREMIDIS Vassilis,G,1507,M,-0.349,-0.325
569,ERNST de la GRAETE Brigitte U.J.M.J.G.,B,1104,V,-0.671,-0.702
572,ESCUDER CROFT Arturo Juan,E,1301,E,0.530,0.088
573,ESCUDERO José Antonio,E,1304,E,0.473,0.201
576,ESTGEN Nicolas,L,1803,E,0.527,0.089
584,EWING Winifred M.,U,2408,R,-0.336,-0.899
586,FABIUS Laurent,F,1412,S,0.162,0.802
591,FALCONER Alexander C.,U,2404,S,-0.234,0.504
593,FALQUI Enrico,I,1609,V,-0.665,-0.726
595,FANTINI Antonio,I,1606,E,0.559,0.029
597,FANTUZZI Giulio,I,1613,G,-0.197,0.346
599,FARASSINO Gipo,I,1611,N,.,.
608,FAYOT Ben,L,1804,S,-0.083,0.841
616,FERNÁNDEZ-ALBOR Gerardo,E,1301,E,0.518,0.150
617,FERNEX Solange,F,1416,V,-0.689,-0.676
619,FERRARA Giuliano,I,1621,S,-0.085,0.994
621,FERRER Concepció,E,1318,E,0.517,0.058
623,FERRI Enrico,I,1620,S,0.097,0.993
632,FINI Gianfranco,I,1601,N,0.286,-0.766
636,FITZGERALD Gene,R,2201,G,0.559,-0.742
637,FITZSIMONS James (Jim),R,2201,G,0.438,-0.680
641,FLESCH Colette,L,1802,L,0.388,0.045
642,FLORENZ Karl-Heinz,D,1201,E,0.513,0.109
648,FONTAINE Nicole,F,1414,E,0.528,-0.088
650,FORD Glyn,U,2404,S,-0.100,0.954
651,FORLANI Arnaldo,I,1606,E,0.504,0.139
653,FORMIGONI Roberto,I,1606,E,0.527,0.083
656,FORTE Mario,I,1606,E,0.530,0.142
662,FOURÇANS André,F,1414,L,0.560,-0.031
671,FRÉMION Yves,F,1416,V,-0.731,-0.665
673,FRIEDRICH Ingo,D,1202,E,0.552,0.119
674,FRIMAT Bernard,F,1412,S,-0.073,0.623
677,FROMENT-MEURICE François,F,1401,E,0.527,-0.133
681,FUCHS Gérard R.P.,F,1412,S,0.004,0.603
684,FUNK Honor,D,1201,E,0.534,0.106
690,GAIBISSO Gerardo,I,1606,E,0.514,0.062
696,GALLAND Yves A.R.,F,1413,L,0.418,-0.553
697,GALLE Marc,B,1111,S,-0.039,0.966
698,GALLENZI Giulio Cesare,I,1606,E,0.509,0.109
699,GALLO Max,F,1412,N,-0.068,0.421
702,GANGOITI LLAGUNO Juan Antonio,E,1319,E,0.434,-0.223
703,GARAIKOETXEA URRIZA Juan Carlos,E,1306,R,-0.370,-0.802
705,GARCÍA AMIGO Manuel,E,1301,E,0.546,0.090
706,GARCÍA ARIAS Ludivina,E,1314,S,-0.040,0.948
708,GARCIA Vasco,P,2106,L,0.348,-0.326
716,GASOLIBA i BÖHM Carles-Alfred,E,1303,L,0.338,-0.434
721,GAULLE Charles de,F,1414,L,0.544,-0.726
724,GAWRONSKI Jas,I,1618,L,0.404,-0.227
730,GERAGHTY Des,R,2207,N,-0.419,-0.131
737,GIANNAKOU-KOUTSIKOU Marietta,G,1505,E,0.500,0.138
744,GIL-ROBLES GIL-DELGADO José María,E,1301,E,0.517,0.139
746,GISCARD d'ESTAING Valéry,F,1410,E,0.526,-0.121
751,GLINNE Ernest,B,1108,S,-0.042,0.596
757,GOEDMAKERS Annemarie M.C.,N,1906,S,-0.049,0.891
762,GOLLNISCH Bruno,F,1406,X,0.838,-0.454
763,GOMES Fernando Manuel Santos,P,2105,S,-0.132,0.969
767,GONZÁLEZ ÁLVAREZ Laura,E,1311,N,-0.461,-0.061
771,GORIA Giovanni,I,1606,E,0.574,-0.167
772,GÖRLACH Willi,D,1207,S,-0.044,0.886
776,GRAEFE zu BARINGDORF Friedrich-Wilhelm,D,1204,V,-0.755,-0.618
783,GREEN Pauline,U,2404,S,-0.106,0.969
784,GREMETZ Maxime François,F,1409,M,0.331,-0.730
788,GRÖNER Lissy,D,1207,S,-0.146,0.959
792,GRUND Johanna-Christina,D,1206,N,0.601,-0.709
794,GUERMEUR Guy Jean,F,1404,G,0.563,-0.721
795,GUIDOLIN Francesco,I,1606,E,0.525,0.134
797,GUILLAUME François,F,1404,G,0.537,-0.769
801,GÜNTHER Maren,D,1202,E,0.554,0.264
803,GUTIÉRREZ DÍAZ Antoni,E,1311,O,-0.319,0.018
809,HABSBURG Otto von ,D,1202,E,0.582,0.009
812,HADJIGEORGIOU Menelaos,G,1505,E,0.506,0.238
816,HALLER von HALLERSTEIN Helga,D,1201,E,0.578,0.154
821,HÄNSCH Klaus,D,1207,S,-0.057,0.954
823,HAPPART José H.G.,B,1108,S,-0.041,0.529
830,HARRISON Lyndon H.A.,U,2404,S,-0.162,0.982
840,HEIDER Jean-Paul,F,1404,G,0.535,-0.752
849,HERMAN Fernand H.J.,B,1109,E,0.528,0.053
851,HERMANS Anna (An) M.A.,B,1103,E,0.444,0.054
855,HERSANT Robert E.V.,F,1414,E,.,.
856,HERVÉ Michel,F,1412,S,-0.036,0.762
857,HERZOG Philippe A.R.,F,1409,M,-0.333,-0.541
860,HINDLEY Michael J.,U,2404,S,-0.177,0.908
863,HOFF Magdalene,D,1207,S,-0.041,0.963
869,HOLZFUSS Martin,D,1203,L,0.399,-0.415
871,HOON Geoffrey W.,U,2404,S,-0.133,0.984
873,HOPPENSTEDT Karsten Friedrich,D,1201,E,0.527,0.114
878,HORY Jean-François,F,1405,S,-0.021,0.376
879,HOWELL Paul F.,U,2401,C,0.492,0.643
884,HUGHES Stephen,U,2404,S,-0.135,0.825
889,HUME John,U,2407,S,-0.046,0.649
893,IACONO Franco,I,1621,S,-0.049,0.990
899,IMBENI Renzo,I,1613,O,-0.203,0.310
900,INGLEWOOD The Lord,U,2401,C,0.564,0.806
901,IODICE Antonio,I,1606,E,0.466,0.046
905,ISLER BÉGUIN Marie Anne,F,1416,V,-0.694,-0.683
907,IVERSEN John,K,1706,O,-0.399,-0.159
909,IZQUIERDO ROJO María,E,1314,S,-0.019,0.939
910,JACKSON Caroline F.,U,2401,C,0.520,0.844
911,JACKSON Christopher M.,U,2401,C,0.598,0.772
914,JAKOBSEN Erhard V.,K,1701,E,0.540,0.040
916,JANSSEN van RAAY James L.,N,1901,E,0.538,0.126
919,JARZEMBOWSKI Georg,D,1201,E,0.541,0.206
923,JENSEN Kirsten M.,K,1708,S,-0.050,0.903
925,JEPSEN Marie,K,1706,C,0.501,0.688
926,JOANNY Claire,F,1416,V,-0.670,-0.690
937,JUNKER Karin,D,1207,S,-0.066,0.915
939,JUPPÉ Alain,F,1404,G,.,.
947,KARELLIS Emmanouil,G,1506,S,-0.120,0.979
960,KELLETT-BOWMAN Edward T.,U,2401,C,0.542,0.664
962,KEPPELHOFF-WIECHERT Hedwig,D,1201,E,0.529,0.138
969,KILLILEA Mark,R,2201,G,0.615,-0.668
978,KLEPSCH Egon A.,D,1201,E,0.541,0.073
985,KOFOED Niels Anker,K,1711,L,0.445,-0.106
986,KÖHLER Heinz Fritz,D,1207,S,-0.096,0.873
988,KÖHLER Klaus-Peter,D,1206,X,0.791,-0.525
996,KOSTOPOULOS Sotiris,G,1506,S,-0.097,0.845
1005,KRIEPS Robert Ernest,L,1804,S,-0.066,0.945
1011,KUHN Annemarie,D,1207,S,-0.086,0.972
1017,LA MALFA Giorgio,I,1618,L,0.345,-0.394
1018,LA PERGOLA Antonio,I,1621,S,-0.082,0.982
1022,LACAZE Jeannou,F,1402,E,0.475,-0.199
1024,LAFUENTE LÓPEZ José María,E,1301,E,0.543,0.193
1025,LAGAKOS Efstathios,G,1505,E,0.508,0.211
1029,LAGORIO Lelio,I,1621,S,0.002,0.878
1032,LALOR (Paddy) Patrick Joseph,R,2201,G,0.533,-0.691
1035,LAMANNA Francesco,I,1606,E,0.612,0.153
1036,LAMASSOURE Alain,F,1414,E,0.475,-0.173
1039,LAMBRIAS Panayotis,G,1505,E,0.504,0.215
1040,LANDA MENDIBE Karmelo,E,1307,N,-0.854,-0.488
1041,LANE Patrick,R,2201,G,0.506,-0.679
1047,LANGENHAGEN Brigitte,D,1201,E,0.534,0.145
1048,LANGER Alexander,I,1609,V,-0.669,-0.692
1049,LANGES Horst,D,1201,E,0.518,0.138
1050,LANNOYE Paul A.A.J.G.,B,1104,V,-0.670,-0.705
1051,LARIVE Jessica E.S.,N,1909,L,0.331,-0.351
1052,LARONI Nereo,I,1621,S,-0.023,0.827
1055,LATAILLADE Pierre,F,1404,G,0.565,-0.764
1056,LAUGA Louis,F,1404,G,0.594,-0.752
1059,LE CHEVALLIER Jean-Marie,F,1406,X,0.856,-0.368
1061,LE PEN Jean-Marie,F,1406,X,0.815,-0.455
1068,LEHIDEUX Martine,F,1406,X,0.783,-0.528
1073,LEMMER Gerd Ludwig,D,1201,E,0.516,0.129
1075,LENZ Marlene,D,1201,E,0.534,0.100
1084,LIMA Salvatore,I,1606,E,0.554,-0.117
1089,LINKOHR Rolf,D,1207,S,-0.058,0.967
1095,LIVANOS Dionysios,G,1506,S,-0.148,0.537
1097,LLORCA VILAPLANA Carmen,E,1301,E,0.499,0.103
1099,LO GIUDICE Calogero,I,1606,E,0.520,0.158
1101,LOMAS Alfred,U,2404,S,-0.184,0.651
1109,LUCAS PIRES Francisco António,P,2101,E,0.519,0.093
1114,LULLING Astrid,L,1803,E,0.575,0.003
1116,LUSTER Rudolf,D,1201,E,0.531,0.086
1117,LÜTTGE Günter,D,1207,S,-0.095,0.957
1128,MADELIN Alain,F,1410,L,.,.
1131,MAGNANI NOYA Maria,I,1621,S,-0.025,0.823
1132,MAHER Thomas Joseph,R,2205,L,0.373,-0.500
1133,MAIBAUM Gepa,D,1207,S,-0.048,0.969
1134,MAIJ-WEGGEN Hanja,N,1901,E,0.610,-0.154
1136,MALANGRÉ Kurt,D,1201,E,0.551,0.137
1138,MALENE Christian de la,F,1404,G,0.536,-0.807
1140,MALHURET Claude,F,1410,L,0.638,-0.631
1144,MALONE Bernie,R,2206,S,-0.244,0.904
1151,MANTOVANI Agostino,I,1606,E,0.517,0.192
1157,MARCK Pol M.E.E.,B,1103,E,0.525,0.072
1160,MARINHO Luís,P,2105,S,-0.019,0.888
1167,MARLEIX Alain,F,1404,G,0.538,-0.777
1168,MARQUES MENDES António Joaquim,P,2106,L,0.328,-0.200
1178,MARTIN David W.,U,2404,S,-0.108,0.942
1183,MARTIN Simone M.M.,F,1410,L,0.537,-0.598
1185,MARTINEZ Jean-Claude,F,1406,X,0.787,-0.532
1193,MATTINA Vincenzo,I,1621,S,-0.068,0.982
1199,MAYER Sylvie,F,1409,M,-0.148,-0.815
1203,MAZZONE Antonio,I,1601,N,0.552,-0.776
1206,McCARTIN John Joseph,R,2202,E,0.525,0.062
1207,McCUBBIN Henry Bell,U,2404,S,-0.128,0.871
1208,McGOWAN Michael,U,2404,S,-0.151,0.776
1209,McINTOSH Anne Caroline B.,U,2401,C,0.556,0.808
1211,McMAHON Hugh R.,U,2404,S,-0.142,0.808
1212,McMILLAN-SCOTT Edward H.C.,U,2401,C,0.588,0.790
1214,MEBRAK-ZAïDI Nora,F,1412,S,-0.061,0.604
1216,MEDINA ORTEGA Manuel,E,1314,S,-0.036,0.955
1217,MEGAHY Thomas,U,2404,S,-0.135,0.893
1218,MÉGRET Bruno A.A.,F,1406,X,0.829,-0.452
1221,MELANDRI Eugenio,I,1605,V,-0.517,-0.835
1222,MELCHIOR Arne,K,1701,E,0.496,0.372
1223,MELIS Mario,I,1619,R,-0.415,-0.871
1224,MENDES BOTA José,P,2106,L,0.296,-0.348
1225,MÉNDEZ DE VIGO Íñigo,E,1301,E,0.532,0.261
1231,MENRAD Winfried,D,1201,E,0.531,0.154
1234,MERZ Friedrich,D,1201,E,0.553,0.075
1237,METTEN Alman,N,1906,S,-0.077,0.866
1240,MICHELINI Alberto,I,1606,E,0.408,0.007
1242,MIHR Karl-Heinrich,D,1207,S,-0.075,0.971
1245,MIRANDA DE LAGE Ana,E,1314,S,-0.022,0.937
1246,MIRANDA Joaquim,P,2102,M,-0.338,-0.421
1247,MITOLO Pietro,I,1601,N,0.537,-0.831
1259,MONNIER-BESOMBES Gérard P.M.J.,F,1416,V,-0.671,-0.712
1261,MONTERO ZABALA José María,E,1307,N,-0.542,-0.652
1263,MONTESQUIOU FEZENSAC Aymeri de,F,1413,L,0.448,-0.519
1265,MOORHOUSE James,U,2401,C,0.608,0.757
1267,MORÁN LÓPEZ Fernando,E,1314,S,-0.045,0.953
1274,MORETTI Luigi,I,1611,L,-0.109,-0.952
1278,MORODO LEONCIO Raúl,E,1304,L,-0.203,-0.084
1280,MORRIS David R.,U,2404,S,-0.188,0.734
1284,MOTTOLA Giuseppe,I,1606,E,0.508,0.111
1291,MÜLLER Gerd,D,1202,E,0.527,0.272
1292,MÜLLER Günther,D,1202,E,0.564,0.078
1295,MÜNCH Werner,D,1201,E,0.501,0.051
1297,MUNTINGH Hemmo J.,N,1906,S,-0.049,0.766
1299,MUSCARDINI Cristiana,I,1601,N,0.662,-0.686
1302,MUSSO François,F,1404,G,0.554,-0.767
1306,NAPOLETANO Pasqualina,I,1613,O,-0.284,0.197
1307,NAPOLI Vito,I,1606,E,0.398,0.115
1308,NAPOLITANO Giorgio,I,1613,O,-0.250,0.286
1314,NAVARRO Antonio,E,1301,E,0.569,-0.134
1320,NEUBAUER Harald,D,1206,N,0.782,-0.495
1322,NEWENS Arthur Stanley,U,2404,S,-0.187,0.719
1323,NEWMAN Edward,U,2404,S,-0.191,0.699
1324,NEWTON DUNN Bill,U,2401,C,0.573,0.772
1326,NIANIAS Dimitrios,G,1501,G,0.393,-0.801
1327,NICHOLSON James,U,2410,E,0.555,0.143
1332,NIELSEN Tove,K,1711,L,0.402,-0.361
1341,NORDMANN Jean-Thomas,F,1413,L,0.445,-0.698
1354,OCCHETTO Achille,I,1613,O,.,.
1356,ODDY Christine Margaret,U,2404,S,-0.151,0.885
1359,O'HAGAN The Lord,U,2401,C,0.532,0.830
1365,OLIVA GARCIA Francisco,E,1314,S,-0.057,0.842
1369,ONESTA Gérard,F,1416,V,-0.708,-0.682
1370,ONUR Leyla,D,1207,S,-0.067,0.967
1371,OOMEN-RUIJTEN Ria G.H.C.,N,1901,E,0.507,0.184
1372,OOSTLANDER Arie M.,N,1901,E,0.497,0.149
1375,OREJA Marcelino,E,1301,E,0.517,0.127
1379,ORTIZ CLIMENT Leopoldo,E,1301,E,0.517,0.024
1387,PACHECO HERRERA Pedro,E,1312,R,-0.008,-0.117
1390,PACK Doris,D,1201,E,0.529,0.107
1391,PAGOROPOULOS Dimitrios,G,1506,S,-0.052,0.953
1393,PAISLEY Ian R.K.,U,2402,N,0.224,-0.853
1399,PANIZZI Gabriele,I,1621,N,.,.
1400,PANNELLA Marco,I,1617,N,0.065,-0.937
1407,PAPAYANNAKIS Mihail,G,1507,O,-0.287,0.046
1409,PAPOUTSIS Christos,G,1506,S,-0.132,0.985
1412,PARODI Eolo,I,1606,G,0.481,0.236
1414,PARTSCH Karl,D,1204,L,-0.076,-0.580
1417,PASTY Jean-Claude,F,1404,G,0.562,-0.756
1420,PATTERSON (Ben) George Benjamin,U,2401,C,0.588,0.764
1428,PEIJS Karla M.H.,N,1901,E,0.493,0.140
1431,PENDERS Jean J.M.,N,1901,E,0.501,0.144
1436,PEREIRA Virgílio,P,2106,L,0.280,-0.306
1438,PÉREZ ROYO Fernando,E,1314,O,-0.317,0.132
1440,PERREAU DE PINNINCK DOMENECH Carlos,E,1316,G,0.527,-0.718
1442,PERSCHAU Hartmut,D,1201,E,0.519,0.026
1444,PERY Nicole,F,1412,S,-0.002,0.478
1446,PESMAZOGLOU Ioannis,G,1505,E,0.495,0.156
1447,PETER Helwin,D,1207,S,-0.065,0.977
1448,PETERS (Hans) Johannes Wilhelm,D,1207,S,-0.022,0.990
1458,PIECYK Wilhelm Ernst,D,1207,S,-0.084,0.928
1459,PIERMONT Dorothee,D,1204,R,-0.901,-0.425
1460,PIERROS Filippos,G,1505,E,0.491,0.178
1463,PIMENTA Carlos,P,2106,L,0.185,-0.419
1469,PINTON Michel,F,1414,N,0.650,-0.182
1470,PINXTEN Karel A.H.A.M.,B,1103,E,0.496,0.032
1471,PIQUET René-Emile,F,1409,M,-0.361,-0.610
1473,PIRKL Fritz,D,1202,E,0.531,0.029
1477,PISONI Ferruccio,I,1606,E,0.519,0.160
1478,PISONI Nino,I,1606,E,0.464,0.058
1482,PLANAS PUCHADES Luis,E,1314,S,-0.009,0.930
1485,PLUMB The Lord,U,2401,C,0.596,0.756
1488,POETTERING Hans-Gert,D,1201,E,0.521,0.126
1495,POLLACK Anita Jean,U,2404,S,-0.135,0.803
1496,POMÉS RUIZ José Javier,E,1301,E,0.685,0.593
1498,POMPIDOU Alain,F,1404,G,0.645,-0.672
1503,PONS GRAU Josep E.,E,1314,S,-0.044,0.941
1506,PORRAZZINI Giacomo,I,1613,O,-0.251,0.198
1508,PORTO Manuel,P,2106,L,0.286,-0.211
1509,POSADA GONZÁLEZ José Domingo,E,1318,R,-0.188,-0.629
1514,PRAG Derek,U,2401,C,0.511,0.710
1517,PRICE Peter N.,U,2401,C,0.544,0.801
